w1,w2,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,result
acacia,elm,37702.0,1.7794034359071172423,4857.83067807791419368,5.1639482930921967207067,7389.790660093153,0.34877244950411335,249.19320425489062,0.4692971981150297,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.002496623428041559,-1.2736710049681424E-4,0.0,0.0,-0.005005744314613769,-2.5476664988312737E-4,37702.00,1.77940343590711724230,4833.634738466913828520,5.16263302637149206464130,False
allig,arrear,82804.0,1.63005449823243359234,8877.221580631430123088,6.5089415267959972501276,10730.231125190174,0.15197132203193872,309.6862307025419,0.5319225741109267,0.37415869165223437,0.37884786251668245,0.024856669860316316,0.001096911923679382,0.18860972837377024,0.17443333890862991,0.015709836332040362,0.005300297900493361,0.31736191261335533,0.29705106816999294,0.030933709156095522,0.010544705719400863,82804.00,1.630054498232433592340,8782.2641885311562030880,6.504088039239748601646200,False
allig,handgun,57264.0,1.69676138552253400797,6079.266891488532029888,5.4214742859426736839351,9021.613824588148,0.26731499672844083,267.07502808229503,0.5153505161037774,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.003382634104725252,-2.7148839711104095E-4,0.0,0.0,-0.006788230308803794,-5.431242461531022E-4,57264.00,1.696761385522534007970,6038.2776719826064923680,5.41853135018784595895170,False
allig,scale,57264.0,1.69676138552253400797,6079.266891488532029888,5.4214742859426736839351,9021.613824588148,0.26731499672844083,267.07502808229503,0.5153505161037774,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.003382634104725252,-2.7148839711104095E-4,0.0,0.0,-0.006788230308803794,-5.431242461531022E-4,57264.00,1.696761385522534007970,6038.2776719826064923680,5.41853135018784595895170,False
ambul,bookstor,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,car,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,convers,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,doodl,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,motorbik,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,nomin,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,seat,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,siren,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,trickl,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,van,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ambul,window,152508.0,1.58804602488676004443,7798.5824458808932710252,3.4910001849100267001955,23315.70166218465,0.24278337754136145,266.3591845896556,0.2739534719508455,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.014516066429285667,-0.0019730232149957677,0.0,0.0,-0.029459772878669774,-0.003953847462824241,152508.00,1.588046024886760044430,7575.41251376319665288480,3.47725166224764746789090,False
ant,arthropod,568801.0,1.697062902906221994566,28621.066876180662366090,13.9702641909997843105958,80161.35902665324,0.18968786831613021,527.1022148513941,0.6125942480283678,0.6329171688101455,0.7171062781262494,0.07300056149645089,0.022111146187904267,0.20710233212986326,0.3090712444494359,0.01623605125463499,0.023979549810820112,0.34313964378553224,0.47219927220909036,0.0319533069793974,0.04683599358063416,568801.00,1.6970629029062219945660,27688.0964776126607086380,13.90990450596465324446520,True
ant,bug,751973.0,1.665440427360270721279,26794.879127429637366275,11.8475994180886312800598,104830.63305637336,0.232174791272897,499.84023280381183,0.5242204748477238,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.020032736760080688,-0.003171086479005974,0.0,0.0,-0.04088450198601419,-0.0063623485153637424,751973.00,1.6654404273602707212790,25742.4133766088736601130,11.77269741417373643992320,True
ant,cockroach,751973.0,1.665440427360270721279,26794.879127429637366275,11.8475994180886312800598,104830.63305637336,0.232174791272897,499.84023280381183,0.5242204748477238,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.020032736760080688,-0.003171086479005974,0.0,0.0,-0.04088450198601419,-0.0063623485153637424,751973.00,1.6654404273602707212790,25742.4133766088736601130,11.77269741417373643992320,False
ant,contain,751973.0,1.665440427360270721279,26794.879127429637366275,11.8475994180886312800598,104830.63305637336,0.232174791272897,499.84023280381183,0.5242204748477238,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.020032736760080688,-0.003171086479005974,0.0,0.0,-0.04088450198601419,-0.0063623485153637424,751973.00,1.6654404273602707212790,25742.4133766088736601130,11.77269741417373643992320,False
ant,head,751973.0,1.665440427360270721279,26794.879127429637366275,11.8475994180886312800598,104830.63305637336,0.232174791272897,499.84023280381183,0.5242204748477238,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.020032736760080688,-0.003171086479005974,0.0,0.0,-0.04088450198601419,-0.0063623485153637424,751973.00,1.6654404273602707212790,25742.4133766088736601130,11.77269741417373643992320,False
appl,Goth,1609141.0,1.889736657913650500245,29610.3765227543390142507,14.806174836244925279399573,288321.62815335236,0.33859801595431255,505.2161074144759,0.7814460887506719,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.02163553301832426,-0.0031773823381505153,0.0,0.0,-0.04422796155929789,-0.006375020554014703,1609141.00,1.8897366579136505002450,28356.23792197492680292530,14.7123830916371997529724730,False
appl,bunk,1609141.0,1.889736657913650500245,29610.3765227543390142507,14.806174836244925279399573,288321.62815335236,0.33859801595431255,505.2161074144759,0.7814460887506719,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.02163553301832426,-0.0031773823381505153,0.0,0.0,-0.04422796155929789,-0.006375020554014703,1609141.00,1.8897366579136505002450,28356.23792197492680292530,14.7123830916371997529724730,False
appl,hall,1609141.0,1.889736657913650500245,29610.3765227543390142507,14.806174836244925279399573,288321.62815335236,0.33859801595431255,505.2161074144759,0.7814460887506719,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.02163553301832426,-0.0031773823381505153,0.0,0.0,-0.04422796155929789,-0.006375020554014703,1609141.00,1.8897366579136505002450,28356.23792197492680292530,14.7123830916371997529724730,False
appl,seed,1609141.0,1.889736657913650500245,29610.3765227543390142507,14.806174836244925279399573,288321.62815335236,0.33859801595431255,505.2161074144759,0.7814460887506719,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.02163553301832426,-0.0031773823381505153,0.0,0.0,-0.04422796155929789,-0.006375020554014703,1609141.00,1.8897366579136505002450,28356.23792197492680292530,14.7123830916371997529724730,False
apricot,self-harm,82561.0,2.34295362960440432978,4272.11412561570771519,4.2219892429931473802005,24483.457823599998,0.6948027079743458,225.7464113778296,0.4850594684308219,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.007305072642206739,-4.8677550845147407E-4,0.0,0.0,-0.01471765885144651,-9.740251484898488E-4,82561.00,2.342953629604404329780,4210.150565873950425310,4.21788092090285247943750,False
